ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode,Boek
1253,de deeltijdbaan,die Teilzeitstelle,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1254,de voltijdbaan,die Vollzeitstelle,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1255,de werkgever,der Arbeitgeber,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1256,de werknemer,der Arbeitnehmer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1257,werkzaam,tätig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1258,solliciteren naar,sich bewerben um,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1259,het cv,der Lebenslauf,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1260,de bijlage (bij e-mail),der Anhang,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1261,de opleiding,die Ausbildung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1262,de stage,das Praktikum,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1263,hartstochtelijk,leidenschaftlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1264,hulpvaardig,hilfsbereit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1265,ijverig,fleißig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1266,prestatiegericht,leistungsorientiert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1267,nauwkeurig,gewissenhaft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1268,die Angaben,de gegevens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1269,sich auskennen,bekend zijn met,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1270,besonders,vooral,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1271,bis zu,tot aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1272,dazu,bovendien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1273,ehrenamtlich,vrijwillig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1274,einheitlich,uniform,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1275,gemeinsam,samen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1276,in erster Linie,op de eerste plaats,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1277,offenbar,blijkbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1278,scheitern,mislukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1279,übereinstimmen,overeenkomen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1280,veranstalten,organiseren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1281,der Verband,de vereniging,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1282,sich verhalten zu,zich verhouden tot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1283,der Zweck,het doel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1284,abhauen,ervandoor gaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1285,die Ablenkung,de afleiding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1286,anstrengend,inspannend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1287,die Ausrede,het smoesje,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1288,barfuß,op blote voeten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1289,einzigartig,uniek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1290,der Felsen,de rots,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1291,der Gipfel,de top,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1292,klettern,klimmen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1293,locker,ontspannen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1294,der Reiz,de prikkel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1295,das Schicksal,het lot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1296,das Seil,het touw,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1297,süchtig nach,verslaafd aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1298,sich trauen,durven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1299,besiedeln,bevolken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1300,ehrgeizig,ambitieus,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1301,die Einnahmen,de inkomsten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1302,eintreffen,aankomen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1303,erkunden,verkennen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1304,finster,donker,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1305,gewachsen sein,opgewassen zijn tegen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1306,herausragend,uitstekend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1307,das Jahrhundert,de eeuw,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1308,langfristig,op de lange termijn,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1309,das Meer,de zee,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1310,notwendig,noodzakelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1311,reichen,voldoende zijn,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1312,sonstig,overig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1313,das Vorhaben,het plan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1314,het avontuur,das Abenteuer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1315,bang zijn,sich fürchten vor,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1316,beleven,erleben,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1317,het bos,der Wald,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1318,de heuvel,der Hügel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1319,in de buurt,in der Nähe,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1320,kamperen,zelten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1321,het meer,der See,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1322,de mist,der Nebel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1323,saai,langweilig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1324,de steek,die Gegend,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1325,verdwalen,sich verlaufen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1326,de wandeling,der Spaziergang,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1327,de weg kennen,sich auskennen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1328,zin hebben,Bock haben,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1329,die Absicht,de bedoeling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1330,die Art,de soort,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1331,ausgefallen,apart,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1332,beliebt,populair,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1333,bevorzugen,de voorkeur geven aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1334,die Entfernung,de afstand,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1335,eng,nauw,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1336,faulenzen,luieren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1337,gelaunt,gehumeurd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1338,der Inhaber,de eigenaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1339,die Röhre,de buis,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1340,der Sarg,de doodskist,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1341,der Stau,de file,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1342,die Unterkunft,het verblijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1343,verrückt,gek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1344,allerhand,allerlei,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1345,ausschalten,uitschakelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1346,die Behinderung,de handicap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1347,sich einprägen,zich inprenten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1348,erforderlich,noodzakelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1349,erwischen,te pakken krijgen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1350,der Flugbegleiter,de steward,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1351,der Gegner,de tegenstander,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1352,gesamt,geheel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1353,der Gurt,de gordel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1354,kennzeichnen,kenmerken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1355,die Maut,de tol,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1356,die Redensart,de uitdrukking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1357,die Steuern,de belastingen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1358,die Taste,de toets,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1359,ziehen,trekken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1360,zögern,aarzelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1361,de airco,die Klimaanlage,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1362,de all-in-reis,die Pauschalreise,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1363,boeken,buchen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1364,het draadloos internet,das WLAN,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1365,de folder,der Prospekt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1366,de heenreis,die Hinfahrt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1367,inchecken,einchecken,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1368,inclusief,im Preis enthalten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1369,het oordopje,der Ohrstöpsel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1370,ruim,geräumig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1371,de touroperator,der Reiseveranstalter,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1372,de tweepersoonskamer,das Doppelzimmer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1373,het verblijf,die Unterkunft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1374,vertrekken,abreisen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1375,het volpension,die Vollpension,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1376,anzeigen,aankondigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1377,bevor,voordat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1378,deswegen,daarom,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1379,erklären,uitleggen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1380,insgesamt,in totaal,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1381,jedenfalls,in ieder geval,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1382,keineswegs,geenszins,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1383,eben,nu eenmaal,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1384,die Pauschalreise,all-in-reis,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1385,schließlich,tenslotte,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1386,die Tafel,het bord,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1387,die Umfrage,de enquête,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1388,der Veranstalter,de organisator,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1389,versprechen,beloven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1390,vorziehen,de voorkeur geven aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1391,ähnlich,vergelijkbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1392,allerdings,echter,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1393,aufklären,voorlichten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1394,ausschalten,uitzetten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1395,sich beschäftigen mit,zich bezighouden met,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1396,betrachten,beschouwen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1397,damals,toen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1398,die Entscheidung,de beslissing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1399,gründen,oprichten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1400,grundsätzlich,in principe,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1401,handfest,concreet,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1402,nachgeben,toegeven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1403,offenbar,blijkbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1404,im Schnitt,gemiddeld,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1405,sich überlegen,nadenken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1406,die Umfrage,de enquête,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1407,vernichten,vernietigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1408,verstecken,verstoppen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1409,anstrengend,vermoeiend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1410,der Auftrag,de opdracht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1411,die Ausdauer,het uithuidingsvermogen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1412,ausreichend,voldoende,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1413,beachten,letten op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1414,bevorzugen,de voorkeur geven aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1415,die Erlaubnis,de toestemming,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1416,Der Fakt,het feit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1417,sich fürchten vor,vrezen voor,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1418,hervorheben,benadrukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1419,Der Ruf,de reputatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1420,schätzen,waarderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1421,schlicht,eenvoudig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1422,schließlich,ten slotte,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1423,üblich,gebruikelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1424,umziehen,verhuizen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1425,verletzen,kwetsen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1426,die Voraussetzung,de voorwaarde,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1427,beschermen,schützen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1428,het doel,der Zweck,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1429,het gebied,der Bereich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1430,in gevaar brengen,gefährden,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1431,zich inzetten,sich engagieren,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1432,de maatschappij,die Gesellschaft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1433,onbegrijpelijk,unverständlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1434,onderwijzen,unterrichten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1435,organiseren,organisieren,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1436,overdrijven,übertreiben,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1437,de overtuiging,die Überzeugung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1438,de spelling,die Rechtschreibung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1439,succesvol,erfolgreich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1440,de taal,die Sprache,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1441,verbeteren,verbessern,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1442,aussetzen,blootstellen aan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1443,begeistert,enthousiast,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1444,der Bereich,het gebied,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1445,die Beziehung,de relatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1446,die Enttäuschung,de teleurstelling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1447,die Faulheit,de luiheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1448,irgendein,een of ander,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1449,nutzen,gebruiken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1450,schaffen,lukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1451,schlimm,erg,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1452,schützen,beschermen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1453,die Sehnsucht,het verlangen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1454,ständig,voortdurend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1455,der Termin,de afspraak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1456,das Verhalten,het gedrag,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1457,der Vorgesetzte,de leidinggevende,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1458,zeigen,laten zien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1459,das Ziel,het doel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1460,aufgeregt,opgewonden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1461,ausgleichen,compenseren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1462,die Behinderung,de handicap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1463,beobachten,observeren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1464,bestimmen,bepalen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1465,das Defizit,het tekort,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1466,die Distanz,de afstand,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1467,egal,om het even,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1468,entsprechen,overeenkomen met,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1469,der Gipfel,de top,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1470,die Grube,de kuil,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1471,hochladen,uploaden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1472,die Nachbarschaft,de buurt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1473,öffentlich,openbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1474,verfügen über,beschikken over,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1475,die Werbung,de reclame,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1476,witzig,grappig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1477,ziehen,trekken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1478,de advertentie,die Anzeige,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1479,het begrip,das Verständnis,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1480,belangrijk,wichtig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1481,het cijfer,die Zensur,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1482,doorbrengen,verbringen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1483,de foto,das Bild,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1484,de gedachte,der Gedanke,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1485,het geluk,das Glück,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1486,de passie,die Leidenschaft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1487,het plan,der Plan,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1488,praten,reden,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1489,het resultaat,das Ergebnis,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1490,de toekomst,die Zukunft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1491,zich interesseren voor,sich interessieren für,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1492,zich verheugen op,sich freuen auf,Nederlands,Duits,Na Klar!,VWO - Leerjaar 5 - 5e editie
1493,bezeichnen,kenmerken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1494,beziehungsweise,respectievelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1495,einfach,gewoon,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1496,die Einschränkung,de beperking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1497,die Ergänzung,de aanvulling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1498,innerhalb,binnen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1499,die Leistung,de prestatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1500,manchmal,soms,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1501,die Praxis,de praktijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1502,der Schritt,de stap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1503,seit jeher,altijd al,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1504,stattdessen,in plaats daarvan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1505,die Steigerung,de versterking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1506,trotzdem,toch,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1507,der Vorwurf,het verwijt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1508,das Alter,de leeftijd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1509,"das Aufsehen, erregen",opzien baren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1510,der Blickwinkel,het perspectief,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1511,brauchen,nodig hebben,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1512,der Kindergarten,de kleuterschool,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1513,kürzlich,onlangs,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1514,plädieren,pleiten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1515,prägen,kenmerken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1516,die Prüfung,het examen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1517,die Schulpflicht,de leerplicht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1518,spendieren,trakteren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
1519,tauschen,ruilen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 5 - 5e editie
